nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm,preu_cost_before
Alfajores llatinoamericans,informal,tebi,alta,petita,postres,pastisseria,Amèrica Llatina,8.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'vainilla', 'llimona', 'midó de blat de moro', 'farina', 'llevat químic', 'sal', 'dulce de leche']","['mantega', 'sucre', 'ou', 'vainilla', 'llimona', 'midó de blat de moro', 'farina', 'llevat químic', 'sal', 'dulce de leche']",5.5
Amanida de fruites Ambrosia,informal,fred,baixa,mitjana,postres,fresc_fruita_gelat,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nata', 'nata agra', 'marshmallows']","['nata', 'nata agra', 'marshmallows']",4.5
Ametlles garapinyades,informal,tebi,alta,petita,postres,pastisseria,Europa mediterrània,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ametlles', 'sucre', 'aigua', 'colorant alimentari']","['ametlles', 'sucre', 'aigua', 'colorant alimentari']",4.0
Arròs amb llet,informal,tebi,mitjana,mitjana,postres,lacti_suau,Mediterrània,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'aigua', 'llet', 'canyella', 'sucre', 'sal', 'llimona', 'menta']","['arròs', 'aigua', 'llet', 'canyella', 'sucre', 'sal', 'llimona', 'menta']",5.0
Arròs dolç amb safrà,mitja,tebi,mitjana,mitjana,postres,lacti_suau,Índia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'sal', 'safrà', 'sucre', 'panses', 'ametlles']","['arròs', 'sal', 'safrà', 'sucre', 'panses', 'ametlles']",5.5
Arròs amb mango i coco,informal,tebi,mitjana,mitjana,postres,fresc_fruita_gelat,Sud-est asiàtic,7.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet de coco', 'fulles pandan', 'sal', 'aigua de coco', 'arròs glutinat', 'sucre morè', 'mango', 'coco']","['llet de coco', 'fulles pandan', 'sal', 'aigua de coco', 'arròs glutinat', 'sucre morè', 'mango', 'coco']",5.5
Arròs fermentat indonesi,informal,tebi,alta,gran,postres,pastisseria,Indonèsia,8.09,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs glutinós', 'aigua', 'llevat']","['arròs glutinós', 'aigua', 'llevat']",5.5
Arròs negre dolç amb llet de coco,informal,fred,mitjana,mitjana,postres,lacti_suau,Indonèsia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs negre glutinós', 'aigua', 'pandan', 'sucre morè', 'sal', 'llet de coco']","['arròs negre glutinós', 'aigua', 'pandan', 'sucre morè', 'sal', 'llet de coco']",4.5
Bagels naturals,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat', 'aigua', 'sucre', 'sal']","['farina', 'llevat', 'aigua', 'sucre', 'sal']",4.5
Baklava amb festucs,formal,tebi,alta,petita,postres,pastisseria,Orient Mitjà,9.36,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'aigua', 'canyella', 'mel', 'llimona', 'festucs', 'canyella', 'pasta filo', 'mantega']","['sucre', 'aigua', 'canyella', 'mel', 'llimona', 'festucs', 'canyella', 'pasta filo', 'mantega']",6.5
Baklava egípcia,formal,tebi,alta,petita,postres,lacti_suau,Egipte,9.08,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta kadaif', 'mantega', 'sucre', 'formatge', 'llimona', 'aigua de roses', 'aigua de tarongina', 'nous']","['pasta kadaif', 'mantega', 'sucre', 'formatge', 'llimona', 'aigua de roses', 'aigua de tarongina', 'nous']",5.5
Baozi al vapor farcits,formal,tebi,alta,mitjana,postres,pastisseria,Xina,9.84,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llevat', 'sucre', 'aigua', 'farina', 'oli de sèsam', 'llevat químic', 'sal']","['llevat', 'sucre', 'aigua', 'farina', 'oli de sèsam', 'llevat químic', 'sal']",5.5
Barretes de brownie amb nous,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['barreja de brownie', 'oli', 'llet condensada', 'ametlles', 'nous', 'xocolatina']","['barreja de brownie', 'oli', 'llet condensada', 'ametlles', 'nous', 'xocolatina']",5.0
Barretes de civada amb móres,informal,tebi,mitjana,mitjana,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['civada', ""farina d'ametlla"", 'oli de coco', 'sucre morè', 'mel', 'vainilla', 'canyella', ""tahí d'ametlla"", 'móres', 'sucre']","['civada', ""farina d'ametlla"", 'oli de coco', 'sucre morè', 'mel', 'vainilla', 'canyella', ""tahí d'ametlla"", 'móres', 'sucre']",4.5
Barretes de dàtils,informal,tebi,alta,petita,postres,pastisseria,Orient Mitjà,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'dàtils', 'aigua', 'greix', 'sucre morè', 'bicarbonat', 'farina', 'civada']","['sucre', 'dàtils', 'aigua', 'greix', 'sucre morè', 'bicarbonat', 'farina', 'civada']",4.5
Barretes de dàtils i nous,informal,tebi,alta,petita,postres,pastisseria,Orient Mitjà,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['nous', 'dàtils', 'sucre', ""clares d'ou"", 'sal', 'crema', 'farina', 'llevat químic']","['nous', 'dàtils', 'sucre', ""clares d'ou"", 'sal', 'crema', 'farina', 'llevat químic']",5.0
Barretes de galeta amb gerds,formal,tebi,alta,petita,postres,pastisseria,Europa occidental,8.6,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","[""farina d'ametlla"", 'oli de coco', 'sal', 'vainilla', 'mel', 'gerds', 'lima', 'maple syrup', 'chia', 'tapioca', 'ametlles']","[""farina d'ametlla"", 'oli de coco', 'sal', 'vainilla', 'mel', 'gerds', 'lima', 'maple syrup', 'chia', 'tapioca', 'ametlles']",5.0
Barretes de xocolata i cereals,informal,fred,mitjana,mitjana,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xarop de blat de moro', 'sucre', 'mantega de cacauet', ""cereal d'arròs"", 'xocolata', 'butterscotch']","['xarop de blat de moro', 'sucre', 'mantega de cacauet', ""cereal d'arròs"", 'xocolata', 'butterscotch']",4.0
Barretes de xocolata i natilles,informal,fred,alta,mitjana,postres,xoco_intens,Canadà,10.46,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'cacao', 'ou', 'galetes', 'nous', 'coco', 'nata', 'vainilla', 'xocolata']","['mantega', 'sucre', 'cacao', 'ou', 'galetes', 'nous', 'coco', 'nata', 'vainilla', 'xocolata']",6.0
Barretes xineses de fruits secs i dàtils,informal,tebi,mitjana,mitjana,postres,pastisseria,Xina,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'farina', 'sal', 'vainilla', 'dàtils', 'raïm sec', 'nous', 'icing sugar']","['ou', 'sucre', 'farina', 'sal', 'vainilla', 'dàtils', 'raïm sec', 'nous', 'icing sugar']",4.0
Barretes de granola,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,7.09,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre morè', 'siro de blat de moro', 'ou', 'vainilla', 'civada', 'xips de xocolata']","['mantega', 'sucre morè', 'siro de blat de moro', 'ou', 'vainilla', 'civada', 'xips de xocolata']",4.5
Barretes de poma,informal,tebi,mitjana,petita,postres,pastisseria,Europa occidental,6.67,['totes'],"['hivern', 'tardor']","['farina', 'sucre', 'ou', 'mantega', 'canyella', 'gingebre', 'nou moscada', 'poma']","['farina', 'sucre', 'ou', 'mantega', 'canyella', 'gingebre', 'nou moscada', 'poma']",5.0
Biscotti italians,formal,tebi,alta,petita,postres,pastisseria,Itàlia,7.74,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'ametlles']","['mantega', 'sucre', 'ou', 'vainilla', 'farina', 'llevat químic', 'ametlles']",4.5
Boles d'arròs amb llet de coco dolça (Bua Loi),informal,tebi,mitjana,mitjana,postres,lacti_suau,Tailàndia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina glutinosa', 'taro', 'aigua', 'llet de coco']","['farina glutinosa', 'taro', 'aigua', 'llet de coco']",4.5
Boles d'arròs dolces amb coco (Bubur Candil),informal,tebi,mitjana,mitjana,postres,lacti_suau,Indonèsia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina glutinosa', 'farina de tapioca', 'aigua', 'sal', 'llet de coco', 'gula jawa', 'pandan']","['farina glutinosa', 'farina de tapioca', 'aigua', 'sal', 'llet de coco', 'gula jawa', 'pandan']",4.5
Boletes de coco Shuku Shuku,informal,calent,mitjana,petita,postres,pastisseria,Nigèria,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', ""rovell d'ou"", 'coco', 'pa ratllat']","['sucre', ""rovell d'ou"", 'coco', 'pa ratllat']",4.0
Boletes de galeta amb xips de xocolata,informal,tebi,mitjana,petita,postres,pastisseria,Estats Units,6.8,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'ou', 'vainilla', 'farina', 'civada', 'sal', 'llevat químic', 'xips de xocolata', 'nous']","['mantega', 'sucre', 'ou', 'vainilla', 'farina', 'civada', 'sal', 'llevat químic', 'xips de xocolata', 'nous']",4.0
Boletes de xocolata,informal,fred,baixa,petita,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega de cacauet', 'cereals inflats', 'mantega', 'nous', 'vainilla', 'icing sugar', 'coco', 'xocolata']","['mantega de cacauet', 'cereals inflats', 'mantega', 'nous', 'vainilla', 'icing sugar', 'coco', 'xocolata']",3.5
Bombons calents d'ametlla,informal,calent,alta,petita,postres,pastisseria,Mediterrània,7.8,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ametlles', 'sucre', 'aigua de roses', 'llimona']","['ametlles', 'sucre', 'aigua de roses', 'llimona']",5.0
Brioix fregit de Trinitat (Kurma),informal,calent,alta,petita,postres,pastisseria,Carib,6.81,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gingebre', 'llet evaporada', 'llet condensada', 'crema de coco', 'farina', 'canyella', 'mantega', 'amargant', 'sucre', 'aigua']","['gingebre', 'llet evaporada', 'llet condensada', 'crema de coco', 'farina', 'canyella', 'mantega', 'amargant', 'sucre', 'aigua']",4.5
Brioixos austríacs dolços (Buchteln),formal,tebi,mitjana,gran,postres,pastisseria,Àustria,8.37,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'llevat', 'sucre', 'farina', 'ou', 'sal', 'pepin']","['llet', 'llevat', 'sucre', 'farina', 'ou', 'sal', 'pepin']",5.5
Brownies cremós d'ametlla,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,8.11,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'oli', 'llet', 'ou', 'cacau', 'farina', 'ametlla', 'vainilla']","['mantega', 'sucre', 'oli', 'llet', 'ou', 'cacau', 'farina', 'ametlla', 'vainilla']",6.0
Brownies de cirera,informal,tebi,alta,mitjana,postres,xoco_intens,Estats Units,8.6,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'margarina', 'cacau', 'farina', 'sal', 'formatge fresc', 'xarop de cirera', 'sucre llustre', 'xocolata', 'cireres']","['ou', 'sucre', 'margarina', 'cacau', 'farina', 'sal', 'formatge fresc', 'xarop de cirera', 'sucre llustre', 'xocolata', 'cireres']",5.5
Brownies de doble xocolata,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,7.42,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'sucre', 'aigua', 'xocolata', 'vainilla', 'farina', 'bicarbonat', 'sal', 'ou', 'nous']","['mantega', 'sucre', 'aigua', 'xocolata', 'vainilla', 'farina', 'bicarbonat', 'sal', 'ou', 'nous']",5.0
Brownies de dos ingredients,informal,tebi,baixa,mitjana,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'nutella']","['ou', 'nutella']",4.5
Brownies de fudge,informal,tebi,alta,gran,postres,xoco_intens,Estats Units,7.75,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'ou', 'cacau']","['farina', 'mantega', 'sucre', 'ou', 'cacau']",5.5
Brownies de pastanaga i clara d'ou,informal,tebi,mitjana,petita,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[""clares d'ou"", 'sucre', 'farina', 'xocolata', 'mantega', 'pastanaga', 'pell de cítric', 'nous', 'sucre llustre']","[""clares d'ou"", 'sucre', 'farina', 'xocolata', 'mantega', 'pastanaga', 'pell de cítric', 'nous', 'sucre llustre']",4.5
Brownies de sucre morè,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,8.18,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre morè', 'mantega', 'ou', 'xocolata', 'farina', 'nous']","['sucre morè', 'mantega', 'ou', 'xocolata', 'farina', 'nous']",5.0
Brownies d'espresso,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,7.46,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['xocolata', 'cacau', 'cafè', 'mantega', 'ou', 'sucre', 'farina', 'bicarbonat', 'sal']","['xocolata', 'cacau', 'cafè', 'mantega', 'ou', 'sucre', 'farina', 'bicarbonat', 'sal']",5.0
Brownies esponjosos,informal,tebi,mitjana,mitjana,postres,xoco_intens,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'mantega', 'cacau', 'farina', 'sal', 'llevat químic', 'vainilla', 'nous']","['ou', 'sucre', 'mantega', 'cacau', 'farina', 'sal', 'llevat químic', 'vainilla', 'nous']",4.5
Brulée de taronja,informal,tebi,alta,gran,postres,lacti_suau,França,8.82,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['taronja', 'mantega', 'sucre morè', 'canyella', 'iogurt', 'menta']","['taronja', 'mantega', 'sucre morè', 'canyella', 'iogurt', 'menta']",6.0
Bundt cake de poma,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,8.52,['totes'],"['hivern', 'tardor']","['sucre', 'pell de cítric', 'ou', 'oli', 'vainilla', 'farina', 'espècies', 'poma', 'raïm sec']","['sucre', 'pell de cítric', 'ou', 'oli', 'vainilla', 'farina', 'espècies', 'poma', 'raïm sec']",6.0
Bunyols de blat de moro fregit (Hush Puppies),informal,calent,mitjana,gran,postres,pastisseria,Estats Units,6.72,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'farina de blat de moro', 'farina', 'llevat químic', 'sal', 'ou', 'ceba tendra', 'pebre']","['oli', 'farina de blat de moro', 'farina', 'llevat químic', 'sal', 'ou', 'ceba tendra', 'pebre']",5.0
Bunyols de blat de moro Haussa (Fankasau),informal,calent,alta,petita,postres,pastisseria,Nigèria,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'farina de blat de moro', 'llevat', 'aigua', 'sucre', 'sal', 'oli']","['farina', 'farina de blat de moro', 'llevat', 'aigua', 'sucre', 'sal', 'oli']",4.5
Bunyols de maduixa,formal,tebi,mitjana,mitjana,postres,pastisseria,Europa central,7.88,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'pa ratllat', 'sucre', 'ou', 'formatge fresc', 'farina', 'maduixa']","['mantega', 'pa ratllat', 'sucre', 'ou', 'formatge fresc', 'farina', 'maduixa']",5.0
Bunyols de moniato dolç liberià,informal,tebi,mitjana,mitjana,postres,pastisseria,Libèria,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'ou', 'farina', 'llevat químic', 'sal', 'pebre', 'canyella', 'nou moscada', 'clau', 'oli']","['moniato', 'ou', 'farina', 'llevat químic', 'sal', 'pebre', 'canyella', 'nou moscada', 'clau', 'oli']",4.5
Bunyols de plàtan,informal,calent,mitjana,petita,postres,pastisseria,Nigèria,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llevat', 'aigua', 'farina', 'plàtan', 'sal', 'oli']","['llevat', 'aigua', 'farina', 'plàtan', 'sal', 'oli']",4.0
Bunyols de plàtan jamaicans,informal,tebi,mitjana,mitjana,postres,pastisseria,Jamaica,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['plàtan', 'farina', 'llet', 'llevat químic', 'sucre', 'vainilla', 'sal', 'oli']","['plàtan', 'farina', 'llet', 'llevat químic', 'sucre', 'vainilla', 'sal', 'oli']",4.5
Bunyols de poma holandesos,informal,tebi,alta,mitjana,postres,pastisseria,Països Baixos,8.44,['totes'],"['hivern', 'tardor']","['sucre', 'aigua', 'llevat', 'llet', 'margarina', 'farina', 'sal', 'poma', 'raïm sec', 'canel·la', 'oli']","['sucre', 'aigua', 'llevat', 'llet', 'margarina', 'farina', 'sal', 'poma', 'raïm sec', 'canel·la', 'oli']",5.5
Bunyols dolços Zalabiyeh,informal,calent,alta,mitjana,postres,pastisseria,Orient Mitjà,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'llevat', 'aigua', 'ou', 'llet', 'oli']","['farina', 'sucre', 'sal', 'llevat', 'aigua', 'ou', 'llet', 'oli']",4.5
Bunyols d'arròs dolç,informal,tebi,mitjana,mitjana,postres,pastisseria,Àsia oriental,6.53,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs glutinós', 'ou', 'sucre', 'farina', 'oli', 'sucre llustre']","['arròs glutinós', 'ou', 'sucre', 'farina', 'oli', 'sucre llustre']",5.0
Bunyols d'arròs dolços indonesis,informal,tebi,baixa,mitjana,postres,pastisseria,Indonèsia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pandan', ""farina d'arròs glutinos"", 'farina de sagú', 'sucre de palma', 'coco', 'aigua']","['pandan', ""farina d'arròs glutinos"", 'farina de sagú', 'sucre de palma', 'coco', 'aigua']",4.5
Bunyols hongaresos de pruna,formal,tebi,mitjana,mitjana,postres,pastisseria,Hongria,7.39,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'ou', 'sal', 'oli', 'farina', 'pruna', 'melmelada']","['patata', 'ou', 'sal', 'oli', 'farina', 'pruna', 'melmelada']",5.0
Bunyols nigerians (Puff Puff),informal,calent,alta,petita,postres,pastisseria,Nigèria,6.52,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'nou moscada', 'llevat', 'sal', 'llet']","['farina', 'sucre', 'nou moscada', 'llevat', 'sal', 'llet']",4.5
Bête Noire (pastís de xocolata sense farina),formal,fred,mitjana,mitjana,postres,xoco_intens,França,10.13,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'sucre', 'xocolata', 'mantega', 'ous']","['aigua', 'sucre', 'xocolata', 'mantega', 'ous']",6.0
Cachapa veneçolana (creps de blat de moro),informal,tebi,mitjana,mitjana,postres,pastisseria,Veneçuela,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['blat de moro', 'farina', 'ou', 'mantega', 'sucre', 'formatge']","['blat de moro', 'farina', 'ou', 'mantega', 'sucre', 'formatge']",5.0
Cannoli sicilià,informal,fred,mitjana,mitjana,postres,pastisseria,Itàlia,8.14,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['canyes de cannoli', 'ricotta', 'sucre', 'nata', 'xocolata', 'sucre glaç']","['canyes de cannoli', 'ricotta', 'sucre', 'nata', 'xocolata', 'sucre glaç']",5.0
Caramel de coco i vainilla,informal,calent,mitjana,mitjana,postres,pastisseria,Carib,6.97,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'xarop', 'llet de coco', 'margarina', 'vainilla']","['sucre', 'xarop', 'llet de coco', 'margarina', 'vainilla']",5.0
Caramel de mel,informal,tebi,mitjana,petita,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'sal', 'midó', 'mel', 'aigua', 'mantega']","['sucre', 'sal', 'midó', 'mel', 'aigua', 'mantega']",4.0
Caramels de cacauet,informal,tebi,mitjana,mitjana,postres,pastisseria,Estats Units,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'xarop de blat de moro', 'sal', 'aigua', 'cacauets', 'mantega', 'vainilla', 'bicarbonat']","['sucre', 'xarop de blat de moro', 'sal', 'aigua', 'cacauets', 'mantega', 'vainilla', 'bicarbonat']",4.0
Caramels de melassa,informal,fred,alta,petita,postres,pastisseria,Regne Unit,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['melassa', 'sucre', 'vinagre', 'aigua', 'nata', 'mantega', 'llevat químic']","['melassa', 'sucre', 'vinagre', 'aigua', 'nata', 'mantega', 'llevat químic']",4.0
Caramels en espiral de patata,formal,tebi,mitjana,petita,postres,pastisseria,Estats Units,8.43,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['patata', 'sucre', 'mantega', 'canyella', 'nou moscada', 'mantega de cacauet', 'formatge crema', 'vainilla', ""sirope d'auró""]","['patata', 'sucre', 'mantega', 'canyella', 'nou moscada', 'mantega de cacauet', 'formatge crema', 'vainilla', ""sirope d'auró""]",5.5
Caramels quadrats,informal,tebi,alta,petita,postres,xoco_intens,Estats Units,8.62,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'xarop daurat', 'llet condensada', 'xocolata']","['farina', 'mantega', 'sucre', 'xarop daurat', 'llet condensada', 'xocolata']",4.5
Caramels àcids,informal,tebi,alta,petita,postres,pastisseria,Europa occidental,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'aigua', 'nata', 'àcid cítric']","['sucre', 'aigua', 'nata', 'àcid cítric']",3.0
