nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients
Creps amb fruita,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'ou', 'sucre', 'mantega', 'llet', 'fruita', 'vainilla', 'llimona', 'taronja', 'sucre llustre', 'canyella']"
Salsa Palaver,gran,alta,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['carn', 'sal', 'ceba', 'all', 'pebrot', 'tomàquet', 'peix', 'oli', 'verdures', 'cranc sec', 'llavors', 'fulles']"
Fruita de palma amb xarop,mitjana,mitjana,tebi,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fruita de palma', 'sucre', 'aigua', 'pandan', 'gel']"
Estofat d’oli de palma amb carn i peix,gran,alta,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'espècies', 'pebrot', 'oli de palma', 'ceba', 'llavors fermentades', 'cranc sec', 'peix fumat', 'ou']"
Pan de jamón,gran,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'llevat', 'sucre', 'mantega', 'ou', 'farina', 'pernil', 'oli', 'llet', 'sal', 'panses', 'olives']"
Filet de vedella a la planxa,mitjana,mitjana,tebi,segon,informal,12.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'oli']"
Raviolis a la planxa,mitjana,mitjana,calent,segon,formal,9.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['llet', 'ou', 'pa ratllat', 'sal', 'raviolis', 'oli', 'formatge parmesà', 'salsa de tomàquet']"
Fideus de Xangai a la planxa,gran,alta,tebi,segon,informal,8.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fideus', 'oli de sèsam', 'bolets', 'col xinesa', 'salsa de soja', 'coco']"
Formatge blanc marinat a la planxa,mitjana,mitjana,fred,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge', 'oli', 'llimona', 'pa']"
Pit de pollastre segellat a la paella,mitjana,mitjana,tebi,segon,informal,10.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'sal', 'pebre', 'oli', 'all']"
Pit d’ànec segellat amb reducció de cabernet,gran,alta,calent,segon,informal,14.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ànec', 'sal', 'pebre', 'vi', 'ceba tendra', 'all']"
Filet mignon segellat a la paella,gran,alta,calent,segon,formal,18.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'paprika', 'pebre vermell', 'mostassa', 'romaní', 'farigola', 'oli', 'conyac']"
Costelles de porc segellades a la paella,mitjana,mitjana,calent,segon,informal,11.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['costelles de porc', 'espècies', 'vinagre', 'oli']"
Vieires a la paella amb salsa de xocolata i cayena,mitjana,alta,tebi,segon,informal,15.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vieires', 'sal', 'pebre', 'mantega', 'xocolata', 'pebre vermell', 'julivert']"
Ropa vieja panamenya,gran,alta,calent,segon,informal,9.5,['totes'],['estiu'],"['carn', 'sal', 'espècies', 'all', 'comí', 'pebre', 'tomàquet', 'brou', 'vi', 'ceba', 'pebrot', 'pastanaga', 'clau', 'olives', 'llorer', 'coriandre']"
Pancakes nord-americans,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'llet', 'ou', 'sucre']"
Pancakes vegans,mitjana,mitjana,fred,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sucre', 'sal', 'llet vegetal', 'oli']"
Pancakes amb mel,mitjana,mitjana,fred,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'sucre', 'llet', 'ou', 'mantega', 'mel', 'llavors de sèsam']"
Fusilli amb panceta i crema d’herbes i chalota,mitjana,alta,tebi,segon,informal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['panceta', 'mantega', 'all', 'ceba', 'sal', 'pebre', 'brou', 'nata', 'herbes', 'pasta', 'oli', 'formatge parmesà']"
Paneer Butter Masala,mitjana,mitjana,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ghee', 'paneer', 'ceba', 'gingebre', 'all', 'pebrot', 'tomàquet', 'espècies', 'iogurt']"
Panna cotta bàsica,mitjana,mitjana,fred,postres,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'nata', 'sucre', 'vainilla', 'sal']"
Panna cotta amb salsa de fruits vermells,alta,alta,tebi,postres,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gelatina', 'aigua', 'nata', 'sucre', 'llet', 'fruits vermells']"
Púding de blat germinat (Panocha),mitjana,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de blat germinat', 'farina', 'mantega', 'sucre', 'aigua']"
Papadam (pa pla de gram negre),gran,mitjana,calent,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de llegums', 'pebre', 'comí', 'sal', 'aigua', 'oli']"
Papri chaat indi,mitjana,alta,tebi,primer,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'espècies', 'oli', 'tamarinde', 'llimona', 'sucre', 'pebrot', 'comí', 'masala', 'ceba', 'tomàquet', 'patata', 'cigrons', 'sal', 'pebre', 'iogurt']"
Pollastre amb paprika,gran,alta,tebi,segon,informal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ceba', 'paprika', 'oli', 'nata', 'sal', 'julivert', 'pebre', 'pebrot', 'pastanaga']"
Soufflé de parmesà,petita,alta,tebi,postres,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'formatge parmesà', 'nata', 'farina', 'ou', 'sal', 'pebre', 'cibulet']"
Tilapia empanada amb parmesà,mitjana,mitjana,calent,segon,informal,10.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix', 'crostonets', 'mantega', 'formatge parmesà', 'sal', 'pebre', 'pebre vermell', 'oli']"
Pashofa (pòrc i blat de moro Chickasaw),mitjana,baixa,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'blat de moro']"
Pastís de poma pasqual,mitjana,mitjana,calent,postres,informal,6.5,['totes'],"['hivern', 'tardor']","['ou', 'sucre', 'oli', 'farina', 'poma', 'nous', 'canyella']"
Pastís de pastanaga i ametlles pasqual,alta,alta,tebi,postres,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'ou', 'sucre', 'pastanaga', 'vainilla', 'sal', 'ametlles', 'canyella']"
Loaf de faves i xocolata pasqual,alta,alta,tebi,postres,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['avellanes', 'xocolata', 'margarina', 'farina', 'ou', 'sucre']"
Loaf de nous pasqual,alta,alta,calent,postres,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'avellanes', 'sucre']"
Pastís de taronja i nous pasqual,alta,alta,calent,postres,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'sucre', 'oli', 'farina', 'taronja', 'nous']"
Pasta alla gricia,mitjana,alta,calent,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'pasta', 'guanciale', 'formatge pecorino', 'pebre']"
Sopa de pasta i fesols,alta,alta,calent,primer,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['all', 'ceba', 'tomàquet', 'mongetes', 'aigua', 'brou', 'nata']"
Pasta e fagioli,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'oli', 'all', 'llorer', 'pebre', 'julivert', 'pasta', 'sal']"
Pastís de pasta (pastitsio),mitjana,alta,tebi,segon,formal,9.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'ceba', 'carn', 'tomàquet', 'vi', 'brou', 'canyella', 'ou', 'mantega', 'farina', 'llet', 'formatge parmesà', 'pasta', 'pa ratllat']"
Pasta amb salsa de gorgonzola,mitjana,mitjana,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge gorgonzola', 'ricotta', 'nou moscada', 'vi', 'pasta', 'aigua']"
Pasta marinada,mitjana,mitjana,fred,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sèmola', 'ou', 'sal', 'mantega', 'aigua']"
Pasta Romanov,mitjana,mitjana,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'formatge mascarpone', 'tomàquet', 'vodka', 'caviar', 'llimona']"
Amanida de pasta amb pollastre,baixa,baixa,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'cogombre', 'pasta', 'mongetes', 'pèsols', 'blat de moro', 'faves', 'ou', 'pollastre', 'salses']"
Sopa de pasta per a nens,baixa,baixa,tebi,primer,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou', 'pastanaga', 'carbassó', 'carabassa', 'blat de moro', 'pèsols', 'tofu', 'pasta']"
Pasta amb blat de moro i tonyina,baixa,baixa,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge fresc', 'blat de moro', 'tonyina', 'pebre', 'oli']"
Pasta amb frankfurts,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'salsitxes', 'porro', 'pebrot', 'blat de moro', 'ou', 'llet', 'sal', 'pebre']"
Pasta amb panceta i coliflora,alta,alta,tebi,segon,informal,8.5,['totes'],['estiu'],"['pasta', 'panceta', 'coliflora', 'all', 'tomàquet', 'pebre', 'ou', 'formatge', 'julivert', 'sal']"
Pasta amb pebrot vermell i formatge de cabra,alta,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebrot vermell', 'oli', 'vi', 'all', 'alfàbrega', 'orenga', 'formatge de cabra', 'pasta', 'salsa picant']"
Pasta amb salsitxa,baixa,baixa,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'espaguetis', 'salsitxes', 'mantega', 'salsa de tomàquet']"
Pasta amb verdures,baixa,baixa,calent,segon,informal,5.5,['totes'],['estiu'],"['sal', 'espaguetis', 'tomàquet', 'cogombre', 'ceba', 'mantega', 'salsa de tomàquet']"
Casserole de pasta,alta,alta,calent,segon,informal,9.0,['totes'],['estiu'],"['pasta', 'carn', 'salsitxa', 'ceba', 'pebrot', 'all', 'tomàquet', 'aigua', 'herbes', 'ou', 'formatge ricotta', 'formatge parmesà', 'pa ratllat']"
Massa per tartaletes,mitjana,mitjana,fred,postres,formal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'farina', 'mantega', 'nata']"
Pastís de carn (pasties),alta,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['verdures', 'patata', 'ceba', 'carn', 'massa', 'farina', 'llet', 'sal', 'pebre']"
Pastissets farcits de melmelada,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'mantega', 'formatge fresc', 'ou', 'melmelada']"
Massa de pastisser,alta,alta,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sucre', 'ou']"
Massa per pastissos de Cornualla,petita,mitjana,calent,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'sal', 'aigua']"
Porridge nigerià braisat (pate),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fulles', 'carn', 'llavors fermentades', 'pebrot', 'aigua', 'herbes', 'tomàquet', 'ceba', 'cacauets']"
Porridge de fonio (pate Acha),mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ossos', 'ceba', 'sal', 'aigua', 'albergínia', 'pebrot', 'fonio', 'fulles', 'espinacs']"
Arròs fregit Pattaya,alta,alta,tebi,segon,informal,7.0,['totes'],['estiu'],"['oli', 'all', 'pebrot', 'ceba', 'pollastre', 'pèsols', 'pastanaga', 'ceba tendra', 'arròs', 'salsa de tomàquet', 'salsa de peix', 'sal', 'pebre', 'xili', 'ou']"
Pavlova,alta,alta,tebi,postres,formal,7.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['clara d’ou', 'aigua', 'sucre', 'sal', 'vinagre', 'vainilla', 'midó', 'nata', 'sucre llustre', 'fruita']"
Gazpacho de préssec i tomàquet,mitjana,mitjana,fred,primer,informal,5.0,['totes'],['estiu'],"['tomàquet', 'préssec', 'gel', 'ceba tendra', 'oli', 'vinagre', 'estragó', 'sal', 'pebre']"
Cobbler de préssec,baixa,baixa,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'mantega', 'llet', 'préssecs', 'sucre']"
Chutney de curri i préssec,baixa,baixa,calent,segon,informal,5.0,['totes'],"['hivern', 'tardor']","['préssecs', 'vinagre de poma', 'pebre', 'curri', 'pasta tikka masala']"
Pastís de préssec,alta,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sucre', 'sal', 'mantega', 'aigua', 'vinagre', 'ou', 'préssecs', 'llimona', 'extracte d’ametlla', 'canyella']"
Smoothie de préssec maduixa i gelat,baixa,baixa,fred,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['iogurt', 'gelat de vainilla', 'préssecs', 'maduixes']"
Caramels de cacauet,mitjana,mitjana,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sucre', 'xarop de blat de moro', 'sal', 'aigua', 'cacauets', 'mantega', 'vainilla', 'bicarbonat']"
Porridge de cacauet i plàtan,baixa,baixa,fred,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['civada', 'llet', 'plàtan', 'mantega de cacauet', 'mel']"
Galetes de cacauet,baixa,baixa,tebi,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega de cacauet', 'sucre blanc', 'sucre morè', 'mantega', 'ou', 'vainilla', 'farina', 'sal', 'bicarbonat']"
Galetes de cacauet sense ou,baixa,baixa,calent,postres,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega de cacauet', 'mel', 'sal', 'oli', 'sucre morè', 'vainilla', 'farina integral']"
Fudge de cacauet,baixa,baixa,tebi,postres,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'mantega de cacauet', 'llet', 'vainilla', 'sucre morè', 'sucre en pols']"
Pastís de cacauet,alta,alta,fred,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge crema', 'mantega de cacauet', 'sucre', 'nata muntada', 'base de galeta de xocolata', 'xocolata calenta']"
Saltejat de pollastre amb cacauet,mitjana,mitjana,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'api', 'ceba', 'pollastre', 'xampinyons', 'midó', 'salsa de soja', 'brou', 'cacauets', 'arròs']"
Salsa de cacauet,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cacauets', 'llet de coco', 'pasta de curri', 'sucre', 'llimona', 'salsa de peix']"
Pastís de pera,alta,alta,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa de pastís', 'peres', 'canyella', 'sucre', 'farina', 'aigua', 'sucre morè', 'midó', 'llimona', 'nou moscada']"
Crisp de pera i nabius,mitjana,mitjana,calent,postres,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peres', 'nabius', 'sucre', 'canyella', 'civada', 'ametlles', 'sucre morè', 'mantega', 'farina']"
Pèsols al vapor,gran,baixa,tebi,primer,informal,4.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pèsols', 'mantega', 'xampinyons', 'farina', 'castanyes d’aigua', 'pa ratllat']"
Pudding de pèsols,mitjana,mitjana,tebi,postres,formal,4.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pernil', 'pèsols grocs', 'mantega']"
Blondies de pacana,mitjana,mitjana,tebi,postres,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'llevat químic', 'sal', 'mantega', 'sucre morè', 'vainilla', 'ou', 'nous pacana']"
Pastís de pacana,gran,alta,tebi,postres,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'sucre', 'mantega', 'aigua', 'vinagre', 'sucre morè', 'xarop de blat de moro', 'vainilla', 'whisky o rom', 'nous pacana', 'ou']"
Pasta amb pacana i espinacs,alta,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'oli', 'all', 'ceba', 'nous pacana', 'espinacs', 'pebre vermell', 'sal', 'formatge feta']"
Patates dolces amb pacana,alta,alta,calent,postres,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patata dolça', 'margarina', 'ou', 'llet', 'sucre', 'vainilla', 'extracte d’ametlla', 'sucre morè', 'farina', 'llevat', 'sal', 'nous pacana']"
Chili del riu Pedernales,gran,mitjana,calent,segon,informal,7.0,['totes'],['estiu'],"['carn picada', 'ceba', 'all', 'orenga', 'comí', 'xili', 'tomàquet', 'sal', 'aigua']"
Porridge de mongetes pelades,mitjana,mitjana,tebi,primer,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes pelades', 'pebre', 'cranc sec', 'ceba', 'oli de palma', 'sal']"
Pastís de blat de moro nigerià (Pekere),mitjana,alta,calent,postres,informal,5.5,['totes'],['estiu'],"['pebrot', 'tomàquet', 'ceba', 'farina de blat de moro', 'aigua', 'sal', 'espècies', 'oli']"
Penne amb salsa cremosa de tomàquet,mitjana,mitjana,calent,segon,informal,7.0,['totes'],['estiu'],"['oli', 'all', 'nata', 'tomàquet sec', 'salsa de tomàquet', 'sal', 'pebre', 'espinacs', 'formatge pecorino', 'pasta penne']"
Penne amb salsa de carn,baixa,baixa,calent,segon,informal,6.0,['totes'],['estiu'],"['salsitxa', 'salsa de tomàquet', 'concentrat de tomàquet', 'aigua', 'pasta penne', 'formatge parmesà']"
Pastís de pot pie de Pennsilvània,mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'pebre', 'greix', 'aigua', 'mongetes verdes', 'pollastre', 'sal', 'pebre']"
Peix al vapor indonesi (Pepes Ikan),mitjana,mitjana,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['all', 'ceba tendra', 'gingebre', 'cúrcuma', 'xili', 'tamarinde', 'sal', 'aigua', 'peix', 'tomàquet', 'ceba', 'llimona', 'herbes', 'oli', 'fulles de plàtan']"
Filet amb costra de pebre,alta,alta,tebi,segon,informal,12.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebre', 'sal', 'pebre vermell', 'carn', 'mostassa']"
Pollastre amb costra de pebre,mitjana,mitjana,tebi,segon,informal,10.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'oli', 'sal', 'pebre', 'llimona']"
Filets amb salsa de cognac i pebre,alta,alta,calent,segon,informal,13.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['all', 'sal', 'oli', 'pebre', 'carn', 'conyac', 'nata', 'mantega']"
Amanida de pasta amb pepperoni,baixa,baixa,fred,primer,informal,5.0,['totes'],['estiu'],"['pasta orzo', 'vinagreta italiana', 'formatge mozzarella', 'pepperoni', 'tomàquet']"
Pollastre Peri-Peri,mitjana,mitjana,tebi,segon,informal,8.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebrot', 'xili', 'all', 'ceba', 'farigola', 'pebre', 'sal', 'paprika', 'vinagre', 'llimona', 'oli', 'brou', 'pollastre']"
Postres perses de poma,petita,baixa,fred,postres,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['poma', 'sucre', 'llimona', 'aigua de roses', 'espècies']"
Arròs persa amb salsa de festucs,gran,alta,tebi,segon,formal,9.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['arròs', 'aigua', 'sal', 'panses', 'verdures', 'festucs', 'llet de soja', 'pebre']"
Arròs motllurat peruà (Arroz Tapado),mitjana,mitjana,tebi,segon,informal,7.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['all', 'oli', 'llimona', 'sal', 'aigua', 'arròs', 'ceba', 'carn picada', 'tomàquet', 'concentrat de tomàquet', 'olives', 'ou', 'julivert']"
Estofat italià de cavall amb tomàquet,mitjana,mitjana,tebi,segon,informal,8.5,['totes'],['estiu'],"['carn de cavall', 'salsa de tomàquet', 'ceba', 'oli', 'julivert', 'pastanaga', 'api', 'xili', 'llorer']"
