nom_plat,mida_racio,complexitat,temperatura,te_ordre,formalitat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,categoria,procedencia_plat
Ous remenats bàsics,mitjana,mitjana,calent,segon,informal,2.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'llet', 'mantega', 'sal', 'pebre']",aus,Internacional
Ous rostits,mitjana,alta,tebi,segon,informal,5.5,['totes'],['estiu'],"['oli', 'ceba', 'sal', 'gingebre', 'all', 'coriandre', 'chili', 'turmeric', 'tomàquet', 'chili', 'ou', 'herbes', 'espècies']",aus,Índia
Ous verds amb pernil,mitjana,alta,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bacó', 'ou', 'colorant']",aus,Estats Units
Pad Thai,mitjana,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fideus d’arròs', 'salsa de peix', 'vinagre', 'tamarinde', 'sucre', 'oli', 'all', 'pebrot', 'verdures', 'ou', 'ceba tendra', 'brots de soja', 'cacauets', 'coriandre']",farinaci_principal,Tailàndia
Paella de marisc,gran,alta,tebi,segon,formal,9.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['cranc', 'gambes', 'llorer', 'all', 'ceba', 'aigua', 'musclos', 'tomàquet', 'calamar', 'arròs', 'llagostins', 'oli', 'paprika', 'sal']",marisc,Espanya
Paella d’inspiració valenciana,alta,alta,tebi,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['pollastre', 'conill', 'ànec', 'sal', 'oli', 'pebrot', 'ceba', 'all', 'pebre vermell', 'tomàquet', 'mongetes', 'safrà', 'arròs', 'carxofa']",aus,Espanya
Paella roja,gran,alta,tebi,segon,informal,8.5,['totes'],['estiu'],"['pollastre', 'ceba', 'pebrot', 'all', 'aigua', 'llorer', 'oli', 'tomàquet', 'paprika', 'mongetes', 'arròs', 'colorant', 'calamar', 'vieira', 'musclos']",marisc,Espanya
Paella valenciana,gran,alta,tebi,segon,informal,8.5,['totes'],['estiu'],"['pollastre', 'conill', 'sal', 'oli', 'pebrot', 'all', 'paprika', 'tomàquet', 'aigua', 'cargols', 'mongetes', 'arròs', 'safrà']",aus,Espanya
Pakoda (snack fregit de cigrons),mitjana,alta,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de cigró', 'aigua', 'sal', 'asafoetida', 'cúrcuma', 'chili', 'fulles de curry', 'cacauets', 'oli']",vegetal_proteic,Índia
Pakoda maratxesari (fregits de farina de cigró),mitjana,alta,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'chili', 'sal', 'turmeric', 'comí', 'coriandre', 'gram flour', 'oli']",vegetal_proteic,Índia
Panini de gall dindi fumat,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['dindi', 'pa', 'bacon', 'oli', 'formatge jack']",aus,Itàlia
Panini de vedella i brie amb balsàmic,mitjana,alta,tebi,segon,formal,7.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'vinagre balsàmic', 'sal', 'pebre', 'mantega', 'pa', 'formatge brie']",carn,Itàlia
Paninis de pollastre i ricotta,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'ricotta', 'oli', 'pa', 'salsa picant']",aus,Itàlia
Paninis de vedella cansalada i gruyère,alta,mitjana,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'pa', 'oli', 'gruyère', 'bacon']",carn,Itàlia
Paprikash de pollastre,mitjana,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'greix de porc o oli', 'paprika', 'ceba', 'farina', 'ou', 'aigua', 'sal']",aus,Hongria
Paquets de taro camerunès (Kwacoco),mitjana,alta,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['peix fumat', 'cranc sec', 'bitxo', 'gall dindi fumat', 'taro', 'espinacs', 'oli vermell', 'sal', 'espècies']",peix,Camerun
Parisian de pollastre,petita,baixa,fred,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vi', 'nata', 'farina', 'pollastre', 'nata agra', 'arròs']",aus,França
Parmigiana de pollastre,mitjana,mitjana,tebi,segon,informal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre', 'farina', 'ou', 'pa ratllat', 'formatge parmesà', 'sal', 'pebre', 'oli', 'salsa de tomàquet', 'formatge mozzarella']",aus,Itàlia
Pashofa (pòrc i blat de moro Chickasaw),mitjana,baixa,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'blat de moro']",carn,Estats Units (Nadiu)
Pasta Alfredo amb pollastre,mitjana,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'pollastre', 'parmesà', 'mantega', 'nata', 'mozzarella', 'all', 'farina']",farinaci_principal,Itàlia/Estats Units
Pasta alla gricia,mitjana,alta,calent,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'pasta', 'guanciale', 'formatge pecorino', 'pebre']",farinaci_principal,Itàlia
Pasta amb albergínia,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['albergínia', 'ceba', 'oli', 'espècies', 'all', 'herbes', 'pasta']",farinaci_principal,Itàlia
Pasta amb all i kale,mitjana,alta,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'oli', 'all', 'xili', 'kale', 'sal', 'pasta', 'formatge parmesà']",farinaci_principal,Itàlia
Pasta amb all i parmesà,mitjana,mitjana,fred,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'alfàbrega', 'llimona', 'all', 'sal', 'pasta', 'bròquil', 'nous', 'formatge parmesà']",farinaci_principal,Itàlia
Pasta amb blat de moro i tonyina,baixa,baixa,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge fresc', 'blat de moro', 'tonyina', 'pebre', 'oli']",farinaci_principal,Itàlia
Pasta amb frankfurts,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'salsitxes', 'porro', 'pebrot', 'blat de moro', 'ou', 'llet', 'sal', 'pebre']",farinaci_principal,Internacional
Pasta amb gambes i llimona,mitjana,mitjana,tebi,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gamba', 'pasta', 'julivert', 'pinyons', 'llimona', 'sal', 'pebre']",marisc,Itàlia
Pasta amb llimona i pollastre,mitjana,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pollastre’, ‘sal’, ‘pebre’, ‘orenga’, ‘farina’, ‘oli’, ‘llimona’, ‘carxofa’, ‘tomàquet sec’, ‘all’, ‘tàperes’, ‘pebre vermell’, ‘vi’, ‘nata’, ‘espinacs’, ‘romaní’, ‘pasta’]",aus,Itàlia
Pasta amb mozzarella tomàquet i alfàbrega,mitjana,mitjana,calent,segon,informal,6.0,['totes'],['estiu'],"['mozzarella', 'tomàquet', 'alfàbrega', 'oli', 'sal', 'pebre', 'pasta']",farinaci_principal,Itàlia
Pasta amb pacana i espinacs,alta,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'oli', 'all', 'ceba', 'nous pacana', 'espinacs', 'pebre vermell', 'sal', 'formatge feta']",farinaci_principal,Internacional
Pasta amb panceta i coliflora,alta,alta,tebi,segon,informal,8.5,['totes'],['estiu'],"['pasta', 'panceta', 'coliflora', 'all', 'tomàquet', 'pebre', 'ou', 'formatge', 'julivert', 'sal']",farinaci_principal,Itàlia
Pasta amb pebrot vermell i formatge de cabra,alta,alta,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebrot vermell', 'oli', 'vi', 'all', 'alfàbrega', 'orenga', 'formatge de cabra', 'pasta', 'salsa picant']",farinaci_principal,Itàlia
Pasta amb pollastre i formatge,petita,baixa,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'formatge fresc', 'mozzarella', 'cheddar', 'hoisin', 'pollastre', 'nata']",aus,Estats Units
Pasta amb salsa de gorgonzola,mitjana,mitjana,tebi,segon,informal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['formatge gorgonzola', 'ricotta', 'nou moscada', 'vi', 'pasta', 'aigua']",farinaci_principal,Itàlia
Pasta amb salsitxa,baixa,baixa,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sal', 'espaguetis', 'salsitxes', 'mantega', 'salsa de tomàquet']",farinaci_principal,Itàlia
Pasta amb salsitxa i alfàbrega,mitjana,mitjana,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'salsitxa', 'ceba', 'sal', 'pebre', 'salsa de tomàquet', 'llet', 'alfàbrega']",farinaci_principal,Itàlia
Pasta amb verdures,baixa,baixa,calent,segon,informal,5.5,['totes'],['estiu'],"['sal', 'espaguetis', 'tomàquet', 'cogombre', 'ceba', 'mantega', 'salsa de tomàquet']",farinaci_principal,Internacional
Pasta carbonara,gran,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'panxeta', 'ceba', 'llimona', 'sal', 'pebre', 'formatge', 'pasta']",farinaci_principal,Itàlia
Pasta de bolets amb salsa cremosa,gran,mitjana,fred,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'mantega', 'all', 'bolets', 'vi', 'nata', 'brou', 'formatge', 'pebre', 'julivert']",farinaci_principal,Itàlia
Pasta de curri groc,mitjana,mitjana,tebi,segon,formal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['comí', 'coriandre', 'citronel·la', 'gingebre', 'xili', 'sal', 'all', 'shallot', 'cúrcuma', 'trassi']",farinaci_principal,Índia/Àsia
Pasta de gambes amb all i escampi,mitjana,mitjana,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'mantega', 'all', 'gambes', 'sal', 'pebre', 'limona', 'pebre vermell', 'julivert']",marisc,Itàlia
Pasta de tomàquet,mitjana,mitjana,calent,segon,formal,5.5,['totes'],['estiu'],"['pasta', 'oli', 'all', 'tomàquet', 'sal', 'pebre', 'formatge']",farinaci_principal,Itàlia
Pasta de tomàquet amb cansalada i formatge,alta,alta,calent,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['pasta', 'oli', 'bacó', 'ceba', 'xili', 'tomàquet', 'formatge']",farinaci_principal,Itàlia
Pasta e fagioli,mitjana,mitjana,tebi,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes', 'oli', 'all', 'llorer', 'pebre', 'julivert', 'pasta', 'sal']",farinaci_principal,Itàlia
Pasta fregida,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'oli', 'sal', 'all', 'ceba']",farinaci_principal,Internacional
Pasta fresca amb mozzarella tomàquet i alfàbrega,mitjana,mitjana,calent,segon,informal,5.0,['totes'],['estiu'],"['pasta', 'mozzarella', 'tomàquet', 'alfàbrega', 'oli', 'sal', 'pebre']",farinaci_principal,Itàlia
Pasta fresca italiana,petita,alta,fred,segon,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'ou', 'oli']",farinaci_principal,Itàlia
Pasta marinada,mitjana,mitjana,fred,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['sèmola', 'ou', 'sal', 'mantega', 'aigua']",farinaci_principal,Itàlia
Pasta per a infants,mitjana,baixa,calent,segon,informal,4.0,['totes'],['estiu'],"['espaguetis', 'pastanaga', 'mongeta', 'salsa de tomàquet']",farinaci_principal,Internacional
Pasta Romanov,mitjana,mitjana,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pasta', 'formatge mascarpone', 'tomàquet', 'vodka', 'caviar', 'llimona']",farinaci_principal,Rússia
Pasta rostida amb verdures,alta,mitjana,tebi,segon,mitja,7.0,['totes'],['estiu'],"['porro', 'ceba', 'pebrot', 'oli', 'herbes', 'brou', 'all', 'tomàquet', 'vi', 'pasta', 'formatge']",farinaci_principal,Internacional
Pasta Southwest,petita,baixa,tebi,segon,informal,5.0,['totes'],['estiu'],"['pasta', 'oli', 'ceba', 'pebrot', 'blat de moro', 'mongetes', 'tomàquet', 'salsa', 'olives', 'espècies']",farinaci_principal,Estats Units
Pastanagues saltejades estil Kinpira,mitjana,mitjana,calent,segon,informal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pastanaga', 'oli de sèsam', 'aigua', 'salsa de soja']",vegetal_proteic,Japó
Pastisset irlandès,gran,alta,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","[‘carn’, ‘pa ratllat’, ‘ceba’, ‘julivert’, ‘sal’, ‘pebre’, ‘salsa inglesa’, ‘patata’, ‘massa’]",carn,Irlanda
Pastissets de carn austríacs (Fleischkrapfen),mitjana,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina de sègol', 'farina de blat', 'sal', 'mantega', 'llet', 'patata', 'bacó', 'carn fumada', 'ceba', 'pebre', 'herbes', 'oli']",carn,Àustria
Pastissets de cranc,mitjana,alta,calent,segon,formal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['cranc', 'pa ratllat', 'maionesa', 'mostassa', 'salsa worcestershire', 'ou', 'sal', 'pebre', 'oli', 'llimona']",marisc,Estats Units
Pastissets de massa egípcia (Hawawshi),mitjana,alta,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'all', 'pebrot', 'carn', 'comí', 'paprika', 'coriandre', 'ceba', 'sal', 'pebre']",carn,Egipte
Pastissets de salmó,alta,alta,tebi,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'pa ratllat', 'sal', 'pebre', 'llimona', 'oli', 'mantega']",peix,Escandinàvia
Pastissets de tonyina amb formatge fos,baixa,mitjana,tebi,segon,formal,5.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['tonyina', 'ricotta', 'ou', 'tapenades', 'pa ratllat', 'parmesà', 'herbes', 'oliva', 'sal', 'pebre']",peix,Itàlia
Pastissets Gravy (Hartshorne),mitjana,mitjana,tebi,segon,informal,4.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['brou', 'ceba', 'espècies']",guisat,Estats Units
Pastís de bisó,gran,alta,calent,segon,informal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['bisó', 'pa ratllat', 'ou', 'llet', 'ceba', 'pebrot', 'salsa']",carn,Canadà
Pastís de carn (pasties),alta,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['verdures', 'patata', 'ceba', 'carn', 'massa', 'farina', 'llet', 'sal', 'pebre']",carn,Regne Unit
Pastís de carn al grill amb mesquite,mitjana,alta,tebi,segon,informal,7.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'all', 'aprim', 'carn', 'espècies', 'melassa', 'vinagre', 'llívia', 'mesquite']",forn_brasa,Estats Units
Pastís de carn amb salsitxa,gran,alta,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'mostassa en pols', 'seuet', 'aigua', 'salsitxa', 'ceba', 'farigola', 'pebre', 'mantega']",carn,Regne Unit
Pastís de carn austríac,gran,mitjana,tebi,segon,formal,8.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'llet', 'ceba', 'carn', 'ou', 'pa ratllat', 'brou', 'espècies', 'puré', 'ceba caramel·litzada']",carn,Àustria
Pastís de carn barbacoa,mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn picada', 'pa', 'pebre', 'xili', 'farigola', 'ceba', 'pastanaga', 'all', 'pebrot', 'sal', 'ou', 'salsa barbacoa', 'melassa']",forn_brasa,Estats Units
Pastís de carn I,mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'ou', 'all', 'sal', 'espècies', 'ketchup', 'mostassa', 'ceba', 'api', 'pa']",carn,Estats Units
Pastís de carn II,gran,baixa,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['ou', 'aigua', 'soja', 'ceba', 'carn', 'sal', 'pebre']",carn,Estats Units
Pastís de carn III,gran,mitjana,calent,segon,informal,6.5,['totes'],['estiu'],"['carn', 'pa ratllat', 'ou', 'tomàquet', 'ceba', 'sal', 'pebre']",carn,Estats Units
Pastís de carn IV,gran,mitjana,calent,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'ou', 'ceba', 'llet', 'formatge', 'mostassa', 'ketchup', 'sal', 'pebre']",carn,Estats Units
Pastís de carn V,gran,mitjana,calent,segon,informal,6.5,['totes'],['estiu'],"['mongetes', 'carn', 'llet', 'sal', 'pebre', 'worcestershire', 'all en pols', 'sàlvia', 'mostassa', 'flocs d’avena', 'ketchup']",carn,Estats Units
Pastís de mongetes i arròs,mitjana,mitjana,tebi,segon,informal,5.0,['totes'],['estiu'],"['oli', 'ceba', 'tomàquet', 'pastanaga', 'mongetes', 'arròs', 'all', 'espècies', 'vi']",vegetal_proteic,Internacional
Pastís de pasta (pastitsio),mitjana,alta,tebi,segon,formal,9.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['oli', 'ceba', 'carn', 'tomàquet', 'vi', 'brou', 'canyella', 'ou', 'mantega', 'farina', 'llet', 'formatge parmesà', 'pasta', 'pa ratllat']",farinaci_principal,Grècia
Pastís de pastor I,gran,alta,calent,segon,informal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['seu', 'patata', 'carn', 'ceba', 'farina', 'brou', 'formatge', 'herbes', 'llet', 'mantega']",carn,Regne Unit
Pastís de pastor II,mitjana,mitjana,tebi,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'patata', 'blat de moro', 'sal', 'pebre', 'mantega', 'formatge']",carn,Regne Unit
Pastís de pastor III,petita,alta,calent,segon,informal,5.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'patata', 'pastanaga', 'pèsols', 'blat de moro', 'verdures', 'brou', 'farina', 'aigua', 'llet', 'mantega', 'oli']",carn,Regne Unit
Pastís de pot pie de Pennsilvània,mitjana,mitjana,tebi,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'sal', 'pebre', 'greix', 'aigua', 'mongetes verdes', 'pollastre', 'sal', 'pebre']",aus,Estats Units
Pastís de vedella i cervesa,alta,alta,calent,segon,formal,7.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'oli', 'ceba', 'farina', 'worcestershire', 'herbes', 'mustassa', 'llorer', 'sal', 'pebre', 'brou', 'cerveza', 'massa']",carn,Regne Unit
Pastís de vedella per portar,petita,alta,calent,segon,informal,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'patata', 'brou', 'ceba', 'julivert', 'timó', 'sal', 'pebre', 'massa', 'nata']",carn,Regne Unit
Pastís de vedella salada (Corned Beef Pie),gran,mitjana,calent,segon,formal,6.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['farina', 'margarina', 'vedella', 'ceba', 'patata', 'mantega', 'llet']",carn,Regne Unit
Pastís d’espagueti,alta,mitjana,tebi,segon,formal,6.5,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['espaguetis', 'mantega', 'all', 'ou', 'pa ratllat', 'parmesà', 'oli', 'ceba', 'carn picada', 'tomàquet', 'alfàbrega', 'mató', 'orenga', 'mozzarella']",farinaci_principal,Estats Units
Pastís libi de carn i patates (Mafrum bil Lahm),mitjana,alta,tebi,segon,formal,7.0,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['patata', 'oli', 'ceba', 'all', 'carn', 'comí', 'paprika', 'chili', 'sal', 'pebre', 'tomàquet', 'julivert']",carn,Líbia
Pastís lorenès (Tourte à la Lorraine),alta,alta,tebi,segon,formal,6.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['massa de full', 'carn de porc', 'veal', 'vi riesling', 'sallot', 'ceba', 'all', 'llorer', 'farigola', 'clau', 'julivert', 'nata', 'ou', 'nou moscada']",carn,França
Patates al forn dues vegades I,gran,mitjana,tebi,segon,formal,5.0,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['patates', 'oli vegetal', 'mantega', 'llet', 'nata', 'formatge cheddar', 'sal', 'pebre', 'pebrot', 'ceba tendra', 'bacó']",forn_brasa,Estats Units
Patates amb ous nigerianes,mitjana,mitjana,fred,segon,informal,5.0,['totes'],['estiu'],"['oli', 'patata', 'ceba', 'all', 'tomàquet', 'pebrot', 'cub de brou', 'farigola', 'curry', 'sal', 'ou']",vegetal_proteic,Nigèria
