nom_plat,formalitat,temperatura,complexitat,mida_racio,te_ordre,categoria,procedencia_plat,preu_cost,apte_esdeveniment,disponibilitat,ingredients,ingredients_norm
Rostit amb salsa de vi i ceba,formal,tebi,mitjana,mitjana,segon,carn,Àustria,10.05,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['ceba', 'all', 'oli', 'tomàquet concentrat', 'sucre', 'paprika', 'vi', 'brou', 'mostassa', 'sal', 'pebre']","['ceba', 'all', 'oli', 'tomàquet concentrat', 'sucre', 'paprika', 'vi', 'brou', 'mostassa', 'sal', 'pebre']"
Rostit cubà farcit de xoriço,formal,tebi,alta,gran,segon,carn,Cuba,22.27,['totes'],['estiu'],"['vedella', 'xoriço', 'adobo', 'safrà', 'all', 'ceba', 'pebrot verd', 'llaurer', 'oregà', 'olives', 'càperes', 'sazon', 'vi negre', 'tomàquet', 'oli', 'cilantre']","['vedella', 'xoriço', 'adobo', 'safrà', 'all', 'ceba', 'pebrot verd', 'llaurer', 'oregà', 'olives', 'càperes', 'sazon', 'vi negre', 'tomàquet', 'oli', 'cilantre']"
Rostit de fruits secs,formal,tebi,alta,gran,segon,vegetal_proteic,Regne Unit,10.37,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['ceba', 'margarina', 'fruits secs', 'pa ratllat', 'llimona', 'farigola', 'espècies', 'ou', 'sal', 'pebre', 'julivert', 'massa de full']","['ceba', 'margarina', 'fruits secs', 'pa ratllat', 'llimona', 'farigola', 'espècies', 'ou', 'sal', 'pebre', 'julivert', 'massa de full']"
Rostit de porc al vi,formal,calent,alta,mitjana,segon,carn,Internacional,14.53,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'espècies', 'ceba', 'vi']","['oli', 'espècies', 'ceba', 'vi']"
Rostit de porc farcit,formal,tebi,alta,mitjana,segon,carn,Estats Units,13.77,['totes'],"['hivern', 'tardor']","['porc', 'sal', 'mel', 'suc de poma', 'pa de blat de moro', 'poma', 'fruits secs', 'ou', 'pebre', 'mostassa']","['porc', 'sal', 'mel', 'suc de poma', 'pa de blat de moro', 'poma', 'fruits secs', 'ou', 'pebre', 'mostassa']"
Rostit de porc fumat,formal,tebi,alta,gran,segon,forn_brasa,Estats Units,14.66,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'sal', 'vinagre', 'gel', 'paprika', 'xili', 'sucre morè', 'pebre negre', 'fusta hickory', 'mel']","['porc', 'sal', 'vinagre', 'gel', 'paprika', 'xili', 'sucre morè', 'pebre negre', 'fusta hickory', 'mel']"
Rosto portuguès,informal,tebi,alta,mitjana,segon,guisat,Portugal,15.45,['totes'],['estiu'],"['llom de porc', 'pastanaga', 'patata', 'ceba', 'pasta', 'xampinyons', 'tomàquet', 'sal', 'pebre', 'all', ""oli d'oliva"", 'vi blanc', 'sucre', 'formatge ratllat']","['llom de porc', 'pastanaga', 'patata', 'ceba', 'pasta', 'xampinyons', 'tomàquet', 'sal', 'pebre', 'all', ""oli d'oliva"", 'vi blanc', 'sucre', 'formatge ratllat']"
Rotllet de primavera vietnamita de porc,informal,tebi,alta,petita,segon,carn,Vietnam,10.04,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'pell de porc', 'all', 'salsa de peix', 'espècies', 'farina', 'ou', 'pa ratllat', 'oli', 'verdures', 'salsa picant']","['porc', 'pell de porc', 'all', 'salsa de peix', 'espècies', 'farina', 'ou', 'pa ratllat', 'oli', 'verdures', 'salsa picant']"
Rotllets de col amb iogurt,informal,tebi,alta,mitjana,segon,guisat,Europa de l'Est,12.54,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella picada', 'porc picat', 'arròs', 'iogurt', 'julivert', 'menta', 'paprika', 'pebre', 'col', 'mantega', 'oli', 'sal']","['vedella picada', 'porc picat', 'arròs', 'iogurt', 'julivert', 'menta', 'paprika', 'pebre', 'col', 'mantega', 'oli', 'sal']"
Rotllets de col amb salsa de tomàquet,formal,tebi,alta,mitjana,segon,guisat,Europa Central,14.07,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['col', 'ceba', 'sal', 'pebre', 'llet', 'vedella picada', 'arròs', 'ou', 'tomàquet', 'aigua', 'vinagre', 'sucre', 'midó']","['col', 'ceba', 'sal', 'pebre', 'llet', 'vedella picada', 'arròs', 'ou', 'tomàquet', 'aigua', 'vinagre', 'sucre', 'midó']"
Rotllets de pollastre italians,informal,calent,mitjana,mitjana,segon,aus,Itàlia,8.49,['totes'],['estiu'],"['formatge', 'pollastre', 'tomàquet', 'farina', 'oli', 'sal', 'pebre']","['formatge', 'pollastre', 'tomàquet', 'farina', 'oli', 'sal', 'pebre']"
Rotllets de primavera nigerians,formal,tebi,alta,gran,segon,aus,Nigèria,15.04,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['patata', 'sal', 'aigua', 'oli', 'ceba', 'all', 'peix o carn picada', ""salsa d'ostres"", 'soja', 'tomàquet', 'pastanaga', 'col', 'ceba tendra', 'pebrot', 'xili', 'cub de brou', 'farina', 'massapà de rotllet']","['patata', 'sal', 'aigua', 'oli', 'ceba', 'all', 'peix o carn picada', ""salsa d'ostres"", 'soja', 'tomàquet', 'pastanaga', 'col', 'ceba tendra', 'pebrot', 'xili', 'cub de brou', 'farina', 'massapà de rotllet']"
Sabich (amanida i pa pita),informal,tebi,alta,mitjana,primer,vegetal_proteic,Israel,7.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tomàquet', 'cogombre', 'ceba', 'julivert', 'llimona', 'oli', 'sal', 'albergínia', 'ou dur', 'pa pita', 'hummus', 'tahina', 'salsa amba']","['tomàquet', 'cogombre', 'ceba', 'julivert', 'llimona', 'oli', 'sal', 'albergínia', 'ou dur', 'pa pita', 'hummus', 'tahina', 'salsa amba']"
Salmó al grill amb salsa de mango,informal,tebi,alta,gran,segon,peix,Carib,20.56,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'oli', 'mango', 'llimona', 'chili', 'menta', 'mel']","['salmó', 'oli', 'mango', 'llimona', 'chili', 'menta', 'mel']"
Salmó al grill amb salsa de mantega i llimona,formal,calent,alta,gran,segon,peix,Internacional,23.25,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'oli', 'mantega', 'llimona', 'sal', 'pebre']","['salmó', 'oli', 'mantega', 'llimona', 'sal', 'pebre']"
Salmó al grill estil asiàtic,informal,tebi,alta,mitjana,segon,peix,Àsia Oriental,17.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'soja', 'oli', 'espècies', 'gingebre', 'all', 'sucre', 'cilantre']","['salmó', 'soja', 'oli', 'espècies', 'gingebre', 'all', 'sucre', 'cilantre']"
Salmó al grill sobre tauló,formal,calent,alta,gran,segon,peix,Canadà,19.95,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salsa worcestershire', 'cerveza', 'all', 'pebre', 'salmó']","['salsa worcestershire', 'cerveza', 'all', 'pebre', 'salmó']"
Salmó a la planxa amb auró i rom,informal,tebi,mitjana,mitjana,segon,peix,Carib,12.4,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'sal', 'pebre', 'oli', 'rom', 'fusta']","['salmó', 'sal', 'pebre', 'oli', 'rom', 'fusta']"
Salmó al vapor,formal,calent,baixa,mitjana,segon,peix,Internacional,10.97,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'aigua', 'sal']","['salmó', 'aigua', 'sal']"
Salmó amb arròs i salsa,formal,tebi,alta,mitjana,segon,peix,Mediterrània,16.45,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'arròs', 'aigua', 'nata agra', 'salsa picant', 'pastanaga', 'pèsols']","['salmó', 'arròs', 'aigua', 'nata agra', 'salsa picant', 'pastanaga', 'pèsols']"
Salmó amb crosta d'aglà,formal,tebi,alta,petita,segon,peix,Internacional,32.59,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['salmó', ""clares d'ou""]","['salmó', ""clares d'ou""]"
Salmó amb mel i mostassa,formal,tebi,mitjana,gran,segon,peix,Escandinàvia,14.84,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'mel', 'mostassa']","['salmó', 'mel', 'mostassa']"
Salmó amb mel i pebre,formal,tebi,mitjana,mitjana,segon,peix,Internacional,13.14,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'mel', 'mostassa', 'all', 'pebre', 'suc de llima', 'salmó']","['oli', 'mel', 'mostassa', 'all', 'pebre', 'suc de llima', 'salmó']"
Salmó cruixent,formal,tebi,alta,mitjana,segon,peix,Internacional,13.98,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'pa ratllat', 'oli', 'farina', 'sal', 'pebre', 'llimona']","['salmó', 'pa ratllat', 'oli', 'farina', 'sal', 'pebre', 'llimona']"
Salmó escaldat amb nabius silvestres,formal,tebi,mitjana,mitjana,segon,peix,Canadà,18.64,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'brou de peix', 'aigua', 'timó', 'julivert', 'pebre', 'nabius', 'llimona']","['salmó', 'brou de peix', 'aigua', 'timó', 'julivert', 'pebre', 'nabius', 'llimona']"
Salmó fumat manxec,formal,tebi,alta,mitjana,segon,peix,Espanya,12.32,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']",['estiu'],"['peix fumat', 'nata', 'cebollí', 'cogombre', 'tomàquet']","['peix fumat', 'nata', 'cebollí', 'cogombre', 'tomàquet']"
Salmó plaquer amb melassa d'auró,formal,tebi,alta,mitjana,segon,peix,Canadà,13.83,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'llimona', 'melassa', 'oli', 'chili', 'herbes']","['salmó', 'llimona', 'melassa', 'oli', 'chili', 'herbes']"
Salmó sellat amb glacé de jalapeño,informal,tebi,mitjana,mitjana,segon,peix,Estats Units,13.66,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pebre', 'brou', 'salmó', 'sal', 'oli']","['pebre', 'brou', 'salmó', 'sal', 'oli']"
Salmó teriyaki,formal,tebi,alta,mitjana,segon,peix,Japó,15.06,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['salmó', 'soja', 'gingebre', 'all', 'vinagre', 'canyella', 'xili', 'sèsam']","['salmó', 'soja', 'gingebre', 'all', 'vinagre', 'canyella', 'xili', 'sèsam']"
Salsitxa vegana amb pebre vermell,informal,calent,mitjana,mitjana,segon,vegetal_proteic,Internacional,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['gluten', 'aigua', 'soja', 'oli', 'ceba', 'pebrot', 'paprika', 'xili', 'tofu']","['gluten', 'aigua', 'soja', 'oli', 'ceba', 'pebrot', 'paprika', 'xili', 'tofu']"
Salsitxa vegetal de seitan,informal,tebi,alta,gran,segon,vegetal_proteic,Internacional,9.54,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['aigua', 'salsa de soja', 'gluten', 'espècies', 'tofu', 'oli']","['aigua', 'salsa de soja', 'gluten', 'espècies', 'tofu', 'oli']"
Saltat de mongetes negres,formal,tebi,alta,mitjana,segon,vegetal_proteic,Xina,9.98,"['casament', 'empresa', 'congres', 'comunio', 'aniversari']","['estiu', 'hivern', 'primavera', 'tardor']","['all', 'gingebre', 'chili', 'ceba tendra', 'salsa soja', 'sucre', 'midó', 'arròs', 'verdures']","['all', 'gingebre', 'chili', 'ceba tendra', 'salsa soja', 'sucre', 'midó', 'arròs', 'verdures']"
Saltat de porc i mongetes de Lima,informal,tebi,mitjana,gran,segon,carn,Estats Units,12.73,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mongetes de Lima', 'porc', 'cub de brou', 'farina', 'farigola', 'aigua']","['mongetes de Lima', 'porc', 'cub de brou', 'farina', 'farigola', 'aigua']"
Saltat de vedella,informal,tebi,alta,mitjana,segon,carn,Xina,12.56,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'soja', 'chili', 'all', 'ceba', 'oli', 'pastanaga', 'ceba tendra', 'mel', 'vinagre', 'sèsam']","['vedella', 'sal', 'pebre', 'soja', 'chili', 'all', 'ceba', 'oli', 'pastanaga', 'ceba tendra', 'mel', 'vinagre', 'sèsam']"
Saltejat de marisc amb fideus,informal,calent,mitjana,mitjana,segon,marisc,Àsia Oriental,10.99,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['fideus', 'oli', 'all', 'boles de peix', 'gambes', 'col', 'ceba tendra', 'germans de soja', 'soia', 'sal', 'sucre', 'pebre', 'ceba fregida']","['fideus', 'oli', 'all', 'boles de peix', 'gambes', 'col', 'ceba tendra', 'germans de soja', 'soia', 'sal', 'sucre', 'pebre', 'ceba fregida']"
Saltejat de pollastre amb cacauet,informal,tebi,mitjana,mitjana,segon,aus,Xina,11.3,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['mantega', 'api', 'ceba', 'pollastre', 'xampinyons', 'midó', 'salsa de soja', 'brou', 'cacauets', 'arròs']","['mantega', 'api', 'ceba', 'pollastre', 'xampinyons', 'midó', 'salsa de soja', 'brou', 'cacauets', 'arròs']"
Saltejat de tofu,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Àsia Oriental,6.5,['totes'],"['hivern', 'tardor']","['tofu', 'poma', 'salsa de soja', 'oli', 'espècies']","['tofu', 'poma', 'salsa de soja', 'oli', 'espècies']"
Saltejat de vedella amb pebre,informal,tebi,mitjana,mitjana,segon,carn,Xina,9.94,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'soia', 'oli de cacauet', 'pebrot', 'gingebre', 'all']","['vedella', 'sal', 'pebre', 'soia', 'oli de cacauet', 'pebrot', 'gingebre', 'all']"
Saltejat de verdures zambià,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Zàmbia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'all', 'pastanaga', 'pebrot', 'xili', 'col', 'chibwabwa', 'masau', 'sal', 'pebre', 'soia', 'sèsam']","['oli', 'ceba', 'all', 'pastanaga', 'pebrot', 'xili', 'col', 'chibwabwa', 'masau', 'sal', 'pebre', 'soia', 'sèsam']"
Saltejats de galta de lluç,informal,tebi,alta,mitjana,segon,peix,Mediterrània,11.38,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli de cacauet', 'galt de lluç', 'pastanaga', 'api', 'gingebre', 'all', 'ceba tendra', 'soja', 'brou', 'pebre']","['oli de cacauet', 'galt de lluç', 'pastanaga', 'api', 'gingebre', 'all', 'ceba tendra', 'soja', 'brou', 'pebre']"
Saltejats de rossinyols etiops,informal,tebi,mitjana,mitjana,segon,vegetal_proteic,Etiòpia,6.5,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'ceba', 'all', 'gingebre', 'berbere', 'paprika', 'comí', 'cúrcuma', 'pebre', 'mushrooms', 'soja', 'llimona', 'cilantre']","['oli', 'ceba', 'all', 'gingebre', 'berbere', 'paprika', 'comí', 'cúrcuma', 'pebre', 'mushrooms', 'soja', 'llimona', 'cilantre']"
Sandvitx calent de vedella,informal,fred,baixa,mitjana,segon,carn,Estats Units,9.9,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'pa', 'mantega', 'formatge']","['vedella', 'pa', 'mantega', 'formatge']"
Sandvitx d'all tomàquet i cheddar,informal,tebi,baixa,mitjana,segon,farinaci_principal,Estats Units,6.66,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['pa', 'all', 'pebre verd', 'tomàquet', 'formatge cheddar', 'oli', 'llimona', 'sal', 'pebre']","['pa', 'all', 'pebre verd', 'tomàquet', 'formatge cheddar', 'oli', 'llimona', 'sal', 'pebre']"
Sandvitxos de bistec,informal,calent,mitjana,mitjana,segon,carn,Estats Units,11.19,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'formatge', 'bacon', 'pa']","['vedella', 'formatge', 'bacon', 'pa']"
Sandvitxos de vedella fumat de Texas,informal,fred,alta,mitjana,segon,carn,Estats Units,12.0,['totes'],"['hivern', 'tardor']","['vedella', 'sal', 'pebre', 'vinagre de poma', 'mostassa', 'cayena', 'all', 'paprika', 'salsa', 'pa', 'melassa']","['vedella', 'sal', 'pebre', 'vinagre de poma', 'mostassa', 'cayena', 'all', 'paprika', 'salsa', 'pa', 'melassa']"
Steak al grill,informal,calent,mitjana,mitjana,segon,forn_brasa,Internacional,14.73,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'sal', 'all', 'herbes']","['carn', 'sal', 'all', 'herbes']"
Steak fregit amb pollastre estil Texas,informal,tebi,alta,mitjana,segon,carn,Estats Units,10.94,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'paprika', 'cayena', 'greix', 'brou', 'llet', 'ou', 'farina']","['vedella', 'sal', 'pebre', 'paprika', 'cayena', 'greix', 'brou', 'llet', 'ou', 'farina']"
Steak tàrtar,formal,tebi,alta,mitjana,segon,carn,França,17.69,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', ""rovell d'ou"", 'worcestershire', 'mostassa', 'pebre', 'ceba', 'pa']","['vedella', ""rovell d'ou"", 'worcestershire', 'mostassa', 'pebre', 'ceba', 'pa']"
Stroganoff de vedella tradicional,formal,tebi,alta,mitjana,segon,guisat,Rússia,14.25,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'sal', 'pebre', 'mantega', 'ceba tendra', 'farina', 'brou de vedella', 'mostassa', 'xampinyó', 'nata agra', 'vi blanc']","['vedella', 'sal', 'pebre', 'mantega', 'ceba tendra', 'farina', 'brou de vedella', 'mostassa', 'xampinyó', 'nata agra', 'vi blanc']"
Sukiyaki japonès,formal,tebi,alta,mitjana,segon,guisat,Japó,14.08,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'col napa', 'ceba tendra', 'tofu', 'bolets', 'espinacs', 'fideus', 'soia', 'sake', 'sucre', 'aigua']","['vedella', 'col napa', 'ceba tendra', 'tofu', 'bolets', 'espinacs', 'fideus', 'soia', 'sake', 'sucre', 'aigua']"
Tacos de bistec,informal,fred,mitjana,mitjana,segon,carn,Mèxic,9.65,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['oli', 'vedella', 'cilantro', 'ceba', 'llimona', 'salsa', 'tortilla']","['oli', 'vedella', 'cilantro', 'ceba', 'llimona', 'salsa', 'tortilla']"
Tacos vegetarians tous,informal,fred,mitjana,mitjana,segon,vegetal_proteic,Mèxic,7.1,['totes'],['estiu'],"['xili', 'paprika', 'ceba', 'sal', 'all', 'xili vermell', 'carn vegetal', 'aigua', 'tortilla', 'mongetes', 'tomàquet', 'enciam', 'formatge', 'nata']","['xili', 'paprika', 'ceba', 'sal', 'all', 'xili vermell', 'carn vegetal', 'aigua', 'tortilla', 'mongetes', 'tomàquet', 'enciam', 'formatge', 'nata']"
Tajin de pollastre amb llimona i olives,formal,tebi,mitjana,mitjana,segon,aus,Marroc,10.19,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['llimona', 'pollastre', 'farina', 'sal', 'pebre', 'cayenna', 'cúrcuma', ""oli d'oliva"", 'ceba', 'gingebre', 'all', 'brou de pollastre', 'olives verdes', 'canel·la', 'cilantre']","['llimona', 'pollastre', 'farina', 'sal', 'pebre', 'cayenna', 'cúrcuma', ""oli d'oliva"", 'ceba', 'gingebre', 'all', 'brou de pollastre', 'olives verdes', 'canel·la', 'cilantre']"
Talls de vedella etíops picants,formal,tebi,alta,mitjana,segon,carn,Etiòpia,14.84,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['vedella', 'ceba', 'all', 'gingebre', 'gisar clarificat', 'berbere', 'paprika', 'cayena', 'comí', 'coriandre', 'cardamom', 'sal', 'oli', 'julivert']","['vedella', 'ceba', 'all', 'gingebre', 'gisar clarificat', 'berbere', 'paprika', 'cayena', 'comí', 'coriandre', 'cardamom', 'sal', 'oli', 'julivert']"
Tamales de porc de Nou Mèxic,informal,tebi,alta,mitjana,segon,carn,Estats Units,11.31,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['porc', 'pollastre', 'xili', 'oli', 'farina de masa', 'espècies', 'greix', 'bouillon', 'sal', 'pebre']","['porc', 'pollastre', 'xili', 'oli', 'farina de masa', 'espècies', 'greix', 'bouillon', 'sal', 'pebre']"
Tomàquets farcits de formatge,informal,fred,baixa,petita,segon,vegetal_proteic,Mediterrània,6.5,['totes'],['estiu'],"['formatge fresc', 'alfàbrega', 'all', 'mantega', 'sal', 'pebre', 'ricotta', 'tomàquets cherry']","['formatge fresc', 'alfàbrega', 'all', 'mantega', 'sal', 'pebre', 'ricotta', 'tomàquets cherry']"
Tonkatsu japonès,formal,tebi,alta,mitjana,segon,carn,Japó,15.55,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['soja', 'sucre', 'worcestershire', 'ketchup', 'porc', 'sal', 'pebre', 'ou', 'farina', 'pa ratllat', 'oli']","['soja', 'sucre', 'worcestershire', 'ketchup', 'porc', 'sal', 'pebre', 'ou', 'farina', 'pa ratllat', 'oli']"
Tonyina al grill agredolça,informal,fred,mitjana,mitjana,segon,peix,Internacional,8.47,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tonyina', 'ketchup', 'vinagre', 'sucre morè', 'soia', 'oli']","['tonyina', 'ketchup', 'vinagre', 'sucre morè', 'soia', 'oli']"
Tonyina mediterrània al grill,formal,tebi,mitjana,mitjana,segon,peix,Mediterrània,15.28,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['tonyina', 'oli', 'vinagre', 'estragó', 'sal', 'pebre']","['tonyina', 'oli', 'vinagre', 'estragó', 'sal', 'pebre']"
Tortellini amb salsa de moniato,informal,tebi,mitjana,mitjana,segon,farinaci_principal,Itàlia,7.65,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['moniato', 'tortellini', 'mantega', 'all', 'llet']","['moniato', 'tortellini', 'mantega', 'all', 'llet']"
Trinxat de carn al forn,informal,tebi,alta,gran,segon,carn,Estats Units,15.03,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['carn', 'pa ratllat', 'sal', 'pebre', 'ketchup', 'worcestershire', 'paprika', 'herbes', 'ou', 'bacon', 'ceba', 'pastanaga', 'pebrot', 'brou', 'nata', 'patata', 'mantega']","['carn', 'pa ratllat', 'sal', 'pebre', 'ketchup', 'worcestershire', 'paprika', 'herbes', 'ou', 'bacon', 'ceba', 'pastanaga', 'pebrot', 'brou', 'nata', 'patata', 'mantega']"
Truita a la brasa de camp,informal,tebi,mitjana,mitjana,segon,peix,Internacional,9.51,['totes'],"['estiu', 'hivern', 'primavera', 'tardor']","['truita', 'bacó', 'mantega', 'llimona', 'sal', 'pebre']","['truita', 'bacó', 'mantega', 'llimona', 'sal', 'pebre']"
